FILENAME,LABEL
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi1_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi10_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi11_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi12_1_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi12_2_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi13_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi14_1_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi14_2_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi15_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi2_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi3_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi4_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi6_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi7_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi8_1_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi8_2_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide10roi9_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide11roi1_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide11roi11_1_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide11roi11_2_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide11roi12_1_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide11roi12_2_mean.csv,1
/home/bran/Workspace/SALIVARY_GLANDS/raw_data/slide11roi13_1_mean.csv,1
